prod_nbr,prod_nm,dept_cd,apparent_unit_cost
50107743,KIT DE LIMPIEZA PARA PANTALLAS,14,107.5931364
50107744,ESPUMA LIMPIADORA CBI 404ML,14,140.196
50107943,ROUTER TPLINK MERCURY 3ANTENAS,14,630
50107947,EXTENSOR WIFI MERCUSYS 300MBPS,14,714
50108827,AUDIFONOS HP 400 GAMING,14,1009.05
50108831,MOUSE HP 300 PAVILION GAMING,14,784.56
50108836,MOUSE HP WIRELESS X200,14,335.601
50108837,MOUSE HP 100 WIRED,14,165.8495238
50108839,MOUSE HP DUAL MODE 300 NEGRO,14,672.336
50108840,MOUSE HP 300 DUAL MODE PLATA,14,672.336
50108990,AUDIFONOS TECHZONE C/MICROFONO,14,207.06
50109233,TOALLAS ANTIESTATICAS CBI 24P,14,64.134
50109235,TOALLAS ANTIESTATICAS CBI 12P,14,53.239526
50109238,TOALLAS ANTIESTATICAS CBI 100P,14,164.2112833
50109440,MICRO SD ADATA 64GB C10 SDHC,14,463.7817731
50109441,MICROSD ADATA 128GB C10 SDHC,14,857.8600275
50109442,MOUSEPAD MANHATTAN,14,99.92929194
50109444,MOUSEPAD FOAM NEGRO C/REPOSAMU,14,408.177
50110528,"MONITOR HP V19E 18.5"" HD VGA",14,3303.3
50111278,AIO HP 24-DF1004LA 4GB/1TB CI3,14,31864.392
50111285,LAPTOP HP 15-EH0002 8GB/512GB,14,28465.5
50111365,LAPTOP HP 15-DY2052 8GB/256GB,14,25827.9
50111390,AUDIFONOS HP OMEN BLAST,14,2243.703
50111391,AUDIFONOS HP 500 NEGRO,14,1345.764
50111536,COMBO HP 150 NEGRO,14,447.3
50111602,MOUSEPAD HP GAMING 300 NEGRO,14,335.601
50111644,COMBO MOUSE Y TECLADO HP 230,14,840.5291696
50111909,MOUSE/TECLADO INALAM TZ20 NGR,14,791.7
50111994,"MONITOR HP M27FW 27"" FHD",14,10756.03241
50111995,"MONITOR HP M24FW 23.8"" FHD",14,7690.071769
50112000,MEMORIA USB-C KINGSTON 64GB,14,378.4563548
50112001,MEMORIA USB-C KINGSTON 32GB,14,216.195
50112002,MEMORIA USB-C KINGSTON 128GB,14,728.805
50112003,DVD+R VERBATIM INDIVIDUAL,14,18.333
50112169,DVD-R VERBATIM 16X 4.7GB,14,5.952692308
50112346,XBOX LIVE ESD 200 MXN,14,0.021
50112348,XBOX GAME PASS ULTIMATE 3 MES,14,0.021
50112452,MEMORIA USB KINGSTON 128GB NEG,14,237.468
50112509,M365 PERS EXTR TIME 2021 $1299,14,1940.106
50112510,M365 FAMILIA EXTRA TIME 2021,14,2612.19
50112511,OFFICE HOME AND BUSINESS 2021,14,5587.731545
50112512,M365 FAMILIA 2021,14,2492.938807
50112530,LAPTOP ACER TRAVEL 4GB/64GB,14,11180.925
50112531,COMBO MOUSE/TECLADO TECH NGR,14,836.01
50112556,M365 PERSONAL 2021,14,1877.809693
50112557,OFFICE HOME&STUDENT 2021,14,3854.933923
50112558,M365 BUS STNRD RTL 2021 $2520,14,1649.275348
50112587,MOUSE TECHZONE TZ19 PLATA,14,205.38
50112598,MOUSEPAD PERFECT CHOICE 41078,14,322.9669077
50112614,"MONITOR HP M24F 23.8"" FHD",14,7661.172492
50112621,LAPTOP HP 240 G7  4GB/500GB,14,20253.807
50112788,LAPTOP HP 14-CF2540LA 4GB/128G,14,16893.093
50112864,LAPTOP HP 14-DK1508LA 8G/256G,14,20413.386
50112961,LAPTOP HP 15-DW1058LA 8G/256G,14,25197.9
50112968,ALL IN ONE DELL 256GB SDD RYZEN 3,14,27831.1075
50113008,WIRELESS KEYBOARD & MOUSE,14,712.7664865
50113009,WIRELESS KEYBOARD & MOUSE HP,14,1009.439133
50113010,WIRELESS KEYBOARD HP 230 NEGRO,14,672.3024145
50113011,WIRELESS MOUSE HP 150 NEGRO,14,290.1788312
50113556,MOUSE TECHZONE 2.4G NEGRO,14,423.15
50113557,MOUSE TECHZONE 2.4G AZUL,14,423.15
50113558,MOUSE TECHZONE  2.4G ROSA,14,423.15
50113559,MOUSE TECHZONE 2.4GGRANITO,14,423.15
50113561,MOUSE TECHZONE  2.4G NEGRO,14,546
50113811,XBOX GAME PASS 3M 2020 449MXN,14,458.3849516
50113897,MONITOR HP X27 27¨ HD NEGRO,14,13847.4
50113916,COMBO REPOSAMUNECAS PIEL NEGRO,14,496.90788
50113917,MOUSE INALAMBRICO OMX BLANCO,14,269.3756471
50113918,MOUSE ERGONOMICO OXM NEGRO,14,442.1878404
50113919,MOUSE Y TECLADO OMX INALAMBRIC,14,848.80425
50113920,TECLADO INALAMBRICO OMX BLANCO,14,574.3383692
50114722,ALL IN ONE HP 22-DD0520LA,14,19983.6
50114723,ALL IN ONE HP 22-DF0501LA,14,24166.8
50114727,LAPTOP HP15-FB0106LA,14,33852
50114728,LAPTOP HP  14 IN R3 8GB 512GB,14,20472.9
50114731,LAPTOP HP  14 IN R5 8GB 256GB,14,23622.9
50114733,LAPTOP HP15-DY5009LA 8GB/512GB,14,32312.7
50115088,LAPTOP HP14-DQ0505LA,14,16111.2
50115091,COMBO 3 EN 1 STF AZUL,14,577.185
50115190,MEMORIA USB LEXARS60  32GB,14,186.837
50115282,MEMORIA USB LEXAR 64GB NEGRO,14,375.1055
50115297,AUDIF GAMING TRUSTS GXT488,14,1136.931
50115298,MOUSE GAMING TRUST GXT101P,14,421.323
50115299,MOUSE GAMING TRUST GXT108,14,498.498
50115300,COMBO TRUST ZIVA GAMING NEGRO,14,1263.898892
50115383,MEMORIA USB LEXAR 128GB NGR,14,408.0052907
50115385,CARGADOR IPAD A2602 GENERICO,14,252
50115973,LAPTOP HP 14DY0510LA 8/256GB A,14,27560.4
50115977,LAPTOP HP 15-DY2509LA 8/512G,14,25985.4
50116002,MEMORIA USB STYLOS 64GB PL,14,224.2612244
50116003,MEMORIA MICRO SD STYLOS 16GB,14,128.1
50116006,MEMORIA MICRO SA STYLOS 32GB,14,165.9
50116007,MEMORIA USB STYLOS 32GB PL,14,125.2027555
50116008,KIT ALAMBRICO 4 EN 1 STARTED,14,1470
50116009,MEMORIA USB 128GB 2.0 PLATA,14,359.1904567
50116010,MEMORIA MICRO SA 128GB 12 NGR,14,466.2
50116011,MEMORIA MICRO SA 64GB 11 NEGRO,14,323.4
50116027,LAPTOP DELL VOST  3515 RYZEN 5,14,21044.1
50116028,"LAPTOP DELL 15"" 3515 RYZEN 3",14,20365.8
50116049,MEMORIA USB LEXAR 16GB NEGRANotas Post-I,14,143.43
50116059,TECLADO GAMING TRUST ALA NEGRO,14,642.6
50116060,TECLADO TRUST ALAM NEGRO,14,394.695
50116078,AUDIFONOS ON-EAR TRUST PRIMO,14,209.3071683
50116080,MOUSE TRUST ALAM GXT101GAV,14,443.373
50116081,MOUSE TRUST ALAM GXT781RIXA,14,438.27
50116082,SOPORTE TRUST DE REFRIGERACION,14,631.176
50116084,MOUSE GAMING TRUST ZIVA,14,255.948
50116086,MOUSE TRUST INALAMBRICO PRIMO,14,282.492
50116090,COMBO GAMING TRUST ZIVA,14,1190.7
50116221,MEM USB KINGSTON DTX 32GB RO,14,159.495
50116222,MEM USB KINGSTON DTX 32GB VE,14,159.495
50116223,MEMORIA KINGSTON EXODIA 128GB,14,166.6734653
50116224,MEM USB KINGSTON EXODIA 64GB,14,246.057
50116225,MEM USB KINGSTON DTX 32GB AZ,14,159.495
50116228,CD-R 52 X 700MB SOBRE INDIVIDU,14,18.879
50116249,LAPTOP HP 15DY2508LA,14,22047.9
50116493,ASSASSINS CREED VAL (TARJETA),14,0.21
50116612,TECLADO GAMING BYTECH,14,677.502
50116613,MOUSE GAMING BYTECH DPI NEGRO,14,338.079
50116648,MOUSE ALAM MANHATTAN NG,14,179.655
50116930,PROYECTOR EPSON W01 BLANCO,14,18762.9173
50117942,DISPOSITIVOS USB STYLOS 32 GB MIN,14,121.8
50117963,PROYECTOR XGA MX560,14,14012.544
50117971,MOUSE STUK INALAMBRICO  NEGRO,14,284.361
50117972,TECLADO STUK ALAMBRICO NEGRO,14,163.317
50117975,COMBO TECLADO /MOUSE STUK NGRO,14,431.949
50117977,COMBO TECLADO/MOUSE COLORS,14,657.51
50117979,MOUSE GAMING LED STUK,14,172.893
50117980,MOUSE GAMING STUK NEGRO,14,220.752
50117982,KIT MOUSE/ TECLADO LED STUK,14,359.793
50117985,KIT TECLADO/ AUDIFONOS LED,14,663.768
50117987,MEMORIA USB 32GB METAL,14,137.13
50117989,MEMORIA USB 16GB MUSIC ROSA,14,200.676
50117990,MEMORIA USB SANDIA 16GB STUK,14,157.668
50117991,MEMORIA USB 32GB CARO AZUL,14,223.125
50117992,MEMORIA USB 32GB CARRO ROJO,14,223.125
50117993,MEMORIA USB 16GB B BASKET,14,191.121
50117994,MEMORIA USB 16GB B AMERICANO,14,191.121
50117995,MEMORIA USB 32GB MUSICMAN NGR,14,182.511
50117996,MEMORIA USB 32GB MUSICMAN ROJO,14,182.511
50117997,MEMORIA USB 32GB MUSICMAN BLC,14,182.511
50117999,MEMORIA USB 32GB MUSICMAN ROSA,14,182.511
50118002,MEMORIA USB 16GB ANIMALS,14,162.456
50118004,MEMORIA USB 16GB GATO COLORES,14,162.456
50118006,MEMORIA USB 16GB GATO BLC/GRS,14,162.456
50118007,MEMORIA USB CAT GRIS 16GB,14,157.668
50118008,MEMORIA USB CAT ROSA 16GB,14,157.668
50118020,MEMORIA USB KIWI 16GB STUK,14,157.668
50118039,MEMORIA USB MUSIC PLATA 16GB,14,200.676
50118335,LAPTOP ASUS VIVOBOOK D1502IA,14,23315.586
50118336,LAPTOP ASUS VIVOBOOK X1502ZA,14,29977.647
50118390,TABLET SAMSUNG GALAXY TABA7 GR,14,4885.293
50118393,ALL IN ONE ASUS V241EAK CI5,14,31643.157
50118425,MOUSE GAMER NASA NEGRO,14,430.5
50118428,MOUSE PAD RGB NASA,14,541.8
50118429,MOUSE PAD GALAXIA NASA,14,541.8
50118430,COMBO TECLADO Y MOUSE NASA,14,539.8190896
50118432,REPOSA MUNECA NEGRO NASA,14,128.39344
50118520,CANDADO ANTIRROBO PARA TABLET,14,1575.084
50118685,TABLET SAMSUNG GALAXY A8,14,8380.6665
50118701,AIO HP  22 IN R3 4GB 512GB,14,19767.3
50118768,ANTIVIRUS BITDEFENDER INT SEC 1,14,924
50118769,ANTIVIRUS BITDEFENDER INT SEC 1,14,1392.3
50118770,ANTIVIRUS BITDEFENDER TOTAL SEC,14,1392.3
50118771,AUDIFONOS JABRA ELITE 2 DARK GR,14,1900.5
50118772,AUDIFONOS JABRA ELITE 2 NAVY,14,1900.5
50118773,AUDIFONOS JABRA ELITE 3 DARK GR,14,2532.6
50118774,AUDIFONOS JABRA ELITE 3 NAVY,14,2532.6
50118775,PROYECTOR LEISURE 495W,14,5357.1
50118776,PROYECTOR PERFORMANCE V630W,14,10571.4
50119440,MEMORIA USB 16GB VERBATIM,14,102.9
50119441,MEMORIA USB 32GB VERBATIM,14,117.996971
50119442,MEMORIA USB 64GB VERBATIM,14,159.7448553
50119443,MOUSE DE VIAJE NEGRO VERBATIM,14,103.7469512
50119444,MOUSE INALAMBRICO NEGRO,14,312.9
50119445,MOUSE INALAMBRICO AZUL,14,312.9
50119446,MOUSE INALAMBRICO ROJO,14,312.9
50119447,MOUSE INALAMBRICO MORADO,14,312.9
50119448,MOUSE USB VERBATIM,14,161.7
50119457,MEMORIA USB 64GB ONIX KINGSTON,14,138.6
50119458,MEMORIA USB 128GB ONIX KINGSTON,14,296.1
50119466,MOUSE ALAMBRICO GAMER STARTER XZEAL,14,235.2
50119467,TECLADO INALAMBRICO NEGRO STYLOS,14,268.2555439
50119468,MOUSE INALAMBRICO NEGRO STYLOS,14,184.8
50119472,KIT LIMPIADOR DE PANTALLAS SILIMEX,14,168
50119473,KIT LIMPIADOR DE LAPTOP SILIMEX,14,252
50119474,KIT LIMPIADOR DE TABLETS  SILIMEX,14,168
50119475,TOALLA SECA LIMPIADORA SILIMEX,14,63
50119871,KASPERSKY PREMIUM CUSTOMER10D 5CUENT 1Y,14,2659.23
50119878,CAMARA WEB TRUST NEGRO,14,469.518
50119879,TECLADO METALICO PARA GAIMING TRUST,14,704.865
50119880,AURICULARES CON MICROFONO TRUST,14,822.528
50119882,JUEGO DE BOCINAS TRUST,14,940.212
50119883,CONJUNTO DE BOCINAS AVORA TRUST,14,940.212
50119884,BOCINAS CON ILUMINACION GXT611,14,1175.538
50119885,COMBO TECLADO Y MOUSE TRUST,14,504.819
50119886,SET 4 EN 1 HOME OFFICE,14,999.033
50119887,MOUSE Y ALFOMBRILLA GAMING TRUST ZIVA,14,375.375
50119888,MOUSE COMPACTO CARVE TRUST,14,210.63
50119889,MOUSE ECOLOGICO FYDA,14,469.518
50119890,MOUSE ECOLOGICO YVI NEGRO TRUST,14,328.314
50119891,MOUSE ECOLOGICO YVI ROJO TRUST,14,328.314
50119892,MOUSE ECOLOGICO YVI AZUL TRUST,14,328.314
50119893,MOUSE ECOLOGICO YVI VERDE TRUST,14,328.314
50120286,MOUSE REDRAGON CENTROPHORUS 2,14,464.394
50120287,MOUSE GRIFFIN  NEGRO ALAMBRICO,14,522.879
50120288,MOUSE GRIFFIN  BLANCO ALAMBRICO,14,559.965
50120289,TECLADO GAMING HARPE PRO,14,999.516
50120290,TECLADO MECANICO DRAGONBORN  NEGRO,14,1187.361
50120291,TECLADO MECANICO DRAGONBORN  BLANCO,14,1211.469
50120292,TECLADO MECANICO KUMARA  NEGRO:,14,1167.138
50120293,TECLADO MECANICO KUMARA BLANCO,14,1206.072
50120294,TECLADO GAMER MITRA  NEGRO,14,1760.682
50120295,AUDIFONOS DIADEMA GAMER ARES NEGRO,14,385.098
50120296,AUDIFONOS DIADEMA GAMER HYLAS NEGRO,14,497.889
50120297,AUDIFONO DIADEMA HYLAS BLANCO,14,564.081
50120298,AUDIFONOS DIADEMA HYLAS ROSA,14,564.081
50120299,AUDIFONOS PANDORA NEGRO,14,1180.41
50120300,MOUSEPAD GAMER SUZAKU,14,328.125
50120301,MOUSEPAD  PISCES,14,149.877
50120302,MOUSEPAD FLICK M,14,178.269
50120303,MOUSEPAD FLICK  L,14,328.125
50120304,COMBO 2 EN 1 S101-3-SP,14,1206.807
50120305,COMBO 4 EN 1 S101-BA-2-SP,14,1711.185
50120306,COMBO 2 EN 1 K552RGB-BA-W,14,2096.073
50120356,LAPTOP HP 15-FD0000LA CORE I3 8GB RAM,14,16583.82989
50120359,LAPTOP HP 14-EM0002LA AMD RYZEN 5 8GB,14,20945.4
50120360,LAPTOP HP PAVILION 15-EG0514LA CI5 8GB,14,25985.4
50120361,LAPTOP PAVILION 15-EG0512LA COREI5 16GB,14,27560.4
50120364,LAPTOP VICTUS 15-FB0122LA AMD RYZEN5 8GB,14,28465.5
50121402,REMOVEDOR DE POLVO CBI 600ML,14,152.1192547
50121486,COMBO TECLADO Y MOUSE HP 235,14,931.728
50121502,KASPERSKY STANDARD 1 DISPOSITIVO 1 AÃO,14,678.3
50121503,KASPERSKY STANDARD 3 DISP 1 ANO,14,1085.7
50121504,KASPERSKY STANDARD 5 DISP 1 ANO,14,1505.7
50121505,KASPERSKY STANDARD 10 DISP 1 ANO,14,2305.8
50121506,KASPERSKY PLUS 1 DISPOSITIVO 1 AÃO,14,1085.7
50121507,KASPERSKY PLUS 3 DISP 1 AÃO,14,1587.6
50121508,KASPERSKY PLUS 5 DISP 1 AÃO,14,2034.9
50121509,KASPERSKY PLUS 10 DISP 1 ANO,14,2578.8
50121510,KASPERSKY PREMIUM 3 DISP 1 ANO,14,1818.6
50121511,KASPERSKY PREMIUM 5 DISP 1 ANO,14,2238.6
50121512,KASPERSKY PREMIUM 10 DISP 1 ANO,14,2849.7
50121610,VIDEO PROYECTOR VANKYO LEISURE470,14,5357.1
50121611,VIDEO PROYECTOR VANKYO LEISURE4E30T,14,8253
50121616,DISCO DURO PHD ARMOR A66 1TB AZUL,14,2091.537
50121825,AUDIFONOS MUSPELL TWS GAMING NEGRO,14,759.087
50121836,AUDIFONOS AURUM OVER EAR  PLATA,14,505.638
50121837,AUDIFONOS KATU ON EAR CON LUZ LED ROSA,14,505.638
50121838,AUDIFONOS HOSS ON EAR INALAMBRICOS NEGR,14,378.903
50121839,AUDIFONOS HOSS ON EAR INALAMBRICO MAGENT,14,378.903
50121842,MOUSE  INALAMBRICO 1200DPI  SLIM NEGRO,14,188.811
50121843,MOUSE  INALAMBRICO 1200DPI  SLIM ROJO,14,188.811
50121891,USB VERDE  TAPA 32GB,14,125.454
50121893,USB NEGRA TAPA 32GB,14,125.454
50121894,USB NEGRA TAPA 64GB,14,201.6
50122069,TABLET GHIA7 A7 2GB 16GB ANDROID 11 NGR,14,1383.375
50122085,CAMARA WEB OCELOT PARA STREAM,14,759.087
50122097,BASE AJUSTABLE LAPTOP O TABLET 15.6 PULG,14,171.801
50122106,TECLADO/MOUSE COMBO INALAMBRICO COMPACTO,14,351.834
50122107,TECLADO/MOUSE COMBO INALAMBRICO GT5000,14,351.834
50122109,KIT DE LIMPIEZA PARA PANTALLAS,14,194.439
50122153,TABLET COMPAQ 10.1 64GB CON TECLADO,14,5088.5093
50122154,TABLET COMPAQ 8 32GB CON EARBUDS,14,903.357
50122155,AIO HP  24 IN R5 8GB 512GB,14,28655.18682
50122189,LAPTOP HP VICTUS 16-D0533LA,14,46162.2
50122341,DIADEMA GAMER XZEAL XZ2015,14,630
50122343,MOUSEPAD FLEXIBLE RGB XZ3010,14,294
50122344,MOUSEPAD RIGIDO RGB XZ305,14,294
50122520,LAPTOP ASUS VIVOBOOK D515DA-BQ1281W,14,11874.387
50122521,LAPTOP ASUS VIVOBOOK X1500EA-BQ2549W,14,16327.836
50122591,LAPTOP ASUS VIVOBOOK X1502ZA-BQ575W,14,28811.79
50122607,LAPTOP LENOVO YOGA 14 IN CI5 8GB 512GB,14,26172.3
50122608,MEMORIA LEXAR 16G 2 PACK,14,114.408
50122609,MEMORIA LEXAR 32G 2 PACK,14,259.245
50122610,MEMORIA LEXAR 32G 3 PACK,14,360.612
50122611,MEMORIA LEXAR 64G 2 PACK,14,389.592
50123490,AIO ASUS ADVANCE 24 IN R5 8GB 512GB,14,33308.688
50123491,LAPTOP ASUS VIVOBOOK 15 IN R5 16GB 256GB,14,21650.055
50123891,DISCO DURO  1TB A-DATA USB 3.O 2.5 NEGRO,14,2475.289671
50123892,DISCO DURO  2TB A-DATA USB 3.O 2.5 NEGRO,14,3381.826669
50124817,MEMORIA KINGSTON USB 32GB,14,123.9
50125688,ESET NOD32 ANTIVIRUS 1 LICENCIA 1 A,14,823.2
50125689,ESET NOD32 ANTIVIRUS 3 LICENCIA 1 A,14,1157.1
50125690,ESET NOD32 ANTIVIRUS 5 LICENCIA  1 A,14,1736.7
50125691,ESET HOME SECURITY ESSENTIAL 1 LIC 1 A,14,1157.1
50125692,MEMORIA USB LEXAR 32G,14,120.2039079
50125693,MEMORIA  USB LEXAR 64G,14,194.796
50125731,LAPTOP ASUS VIVOBOOK 15 IN CI3 8GB 512GB,14,12822.81
50125732,LAPTOP ASUS TUF GAMING 15IN CI5 8/512GB,14,28312.137
50125774,LAPTOP HP VICTUS 16 IN CI5 8GB 256GB,14,28465.5
50125779,LAPTOP IDEA SLIM 3,14,13314.903
50125806,LAPTOP LENOVO IDEA SLIM 15IN R5 5/512GB,14,15540
50125898,LAPTOP HP CI3 16GB 512 14 PLATA,14,15304.8
50126149,AUDIFONO BLUETOOTH DE DIADEMA,14,686.3562632
50126154,AUDIFONOS INALAMBRICOS BLUETOOTH,14,681.3403333
50126156,AUDIFONOS INALAMBRICOS BLUETOOTH 5,14,528.339
50126167,PROYECTOR PORTATIL MINI HDMI,14,2315.796
50126175,TECLADO Y MOUSE INALAMBRICO RETRO,14,617.778
50127081,MOUSE GAMER  NEGRO ALAMBRICO RGB XZEAL,14,252
50127082,MOUSE GAMER  BLANCO ALAMBRICO RGB XZEAL,14,252
50127083,AUDIFONOS ALAMBRICOS GAMER NGR RGB XZEAL,14,997.5
50127116,BALAM RUSH AUDIFONO GAMER SONOROUS HS740,14,1136.1
50127117,CAMARA WEB PERFECT CHOICE 2MEGAPXEL,14,942.9
50127126,LAPTOP DELL INS 3520 CI5 16GB 512SSD W11,14,18789.477
50127133,ASUS VIVOBOOK R3 8G 512SSD PLATA E1504FA,14,11656.953
50127147,LAPTOP ASUS EXPERTBOOK 14IN CI7 16/512GB,14,29397.9
50127772,COMBO TECLADO Y MOUSE PERFECT CHOICE,14,544.0321765
50127872,MOUSE BLANCO INALAMBRICO VERBATIM 99768,14,312.9
50127964,TECLADO ALAMBRICO STYLOS,14,221.7568007
50127965,MOUSE ALAMBRICO STYLOS,14,155.4
50127966,KIT TECLADO + MOUSE INALAMBRICO STYLOS,14,504
50128399,RATON GAMING ILUMINADO GXT 109 FELOX NGR,14,470.4
50128401,RATON INALAMBRICO RECARGABLE  ZAYA AZUL,14,352.8
50128416,Monitor Portatil Full HD,14,3175.977
50128418,Presentador Laser Inalambrico diapositiv,14,281.232
50128419,Proyector Portatil  Full HD  hasta 100â,14,1552.089
50128422,Set de teclado y mouse Gamer alambrico,14,417.732
50128423,Teclado y Mouse Inalambrico Retro USB,14,598.962
50128518,LAPTOP LENOVO IDEAPAD 14 IN R5 8GB 512GB,14,15582
50128519,Mouse Inalambrico Optico Negro/Azul,14,270.144
50128520,Mouse USB optico Alambrico Comfort II,14,113.631
50128521,Teclado y mouse optico USB alambrico,14,320.019
50128522,Mouse Optico Gaming USB Negro c/luz,14,286.776
50128526,LAPTOP HP  14 IN IPSN5030 8GB 256GB,14,14983.5
50128527,AIO HP 22-DD2020LA 8GB/512 CI3 REG-IA,14,20472.9
50128529,LAPTOP HP  15 IN CI3 16GB 512GB,14,18043.2
50128698,DT OPTIPLEX 7010 SFF CI512500 W11P 8GB,14,23979.9
50128699,MONITOR ENTRY E2222H 22 VGA DP 3YW,14,3731.7
50128761,HP Backpack NR XL 15.6,14,232.3132082
50128762,HP Campus Blue Backpack 15.6,14,207.8541386
50128763,HP Campus XL Marble Stone Backpack 15.6,14,245.6647627
50128764,HP Campus Lavender Backpack 15.6,14,195.041
50128847,LAPTOP HP PAVILION 15 EG0512LA CORE I5,14,20808.375
50128906,ASUS Vivobook Go Ci3 8G 128 Verde,14,10491.096
50128907,ASUS Vivobook Go R5 8G 512S Ngr bundle,14,17819.361
50128908,ASUS Vivobook Ci5 16G 512 Plata,14,22482.81
50128909,ASUS All In One R3 8G 512SSD Blanca,14,23316.3
50128917,LAPTOP HP 14 R3 8/256GB MOUSE Y MCAF,14,10953.6
50128918,LAPTOP HP PAVILION 15 IN CI7 8GB 256GB,14,19685.4
50128942,SOPORTE PARA MONITOR DE HASTA 32P,14,1081.612
50128949,FUNDA PARA LAPTOP ACOLCHADA,14,577.857
50128952,TOSHIBA HDD CANVIO BASICS  1TB NEGRO,14,2034.9
50128964,LAPTOP HP R3 8/512GB 15.6 FC0043LA,14,18303.6
50128965,LAPTOP HP CI5 8/512GB 15.6 FD0058LA,14,23570.4
50128966,LAPTOP HP PAVIL CI3 8/512GB 14 EK0010,14,25132.275
50128967,LAPTOP HP CI7 8/512GB 15.6 FD0046LA,14,31017.82963
50128970,AIO HP CI3 8/512GB 22 DG0000LA,14,21038.16644
50128979,MOUSE INALAMBRICO MINI NEGRO,14,298.6629921
50128980,MOUSE INALAMBRICO MINI AZUL,14,298.545302
50128981,MOUSE INALAMBRICO MINI ROJO,14,298.5959596
50129016,MOUSE PAD BOYE ECOLOGICA NEGRO,14,235.2
50129309,MOUSE INALAMBRICO USB NEGRO NE410,14,139.4603479
50129310,MOUSE INALAMBRICO DELGADO NEG/REC NE412N,14,298.1490874
50129311,TECLADO Y MOUSE INALAMBRICO USB NE415,14,342.5277414
50129312,TECLADO Y MOUSE ALAMBRICO USB NE416,14,236.5019739
50129315,LAPTOP DELL INSP 16IN CI5 16GB 512GB,14,17831.95977
50129316,AIO DELL INSPIRON 24 IN CI3 8GB 512GB,14,17934.11667
50129317,LAPTOP LENOVO IDEAP 16IN CI7 16GB 1TB,14,28119
50129342,LAPTOP LANIX XBOOK B15,14,26545.806
50129362,WEBCAM CON MICROFONO GHIA 720P HD NEGRO,14,260.372
50129407,MOUSE INALAMBRICO ERGONOMICO NEG 23507,14,705.6
50129408,MOUSE INALAMBRICO SILENCIOSO NEG 25084,14,327.6
50129409,MOUSE INALAMBRICO SILENCIOSO AZUL 25041,14,327.6
50129410,MOUSE INALAMBRICO SILENCIOSO VERDE 25042,14,327.6
50129411,MOUSE INALAMBRICO RECAGABLE NEG 23809,14,352.8
50129716,MOUSE DELL WM126 INALAMBRICO COLOR NEGRO,14,521.8611019
50129800,MOSE INALAMBRICO GRIS SILICON TECHZONE,14,349.65
50129801,MOUSE INALAMBRICO RECARGABLE ERGONO TECH,14,693.084
50129821,Laptop Lenovo  IdeaPad Slim3 R5 8G 512G,14,16464
50129822,Laptop Lenovo IdeaPad Slim3 CI7 16G 512,14,27814.5
50129823,Laptop Lenovo Gaming LOQ R5 8G 512G,14,25116
50129841,COMBO TECLADO ALAMBRICO HP,14,823.2
50129847,HP Mouse 200 Wireless Blue,14,309.9957216
50129856,LAPTOP GAMING OMEN CI7 16GB  1T 16IN,14,61117.05957
50129917,LAPTOP ASUS VIVOBOOK  Ci3 8G 256 + MOCH,14,14155.239
50129921,MONITOR NEXTEP 19.5 HD RESOLUCION,14,1508.22
50129922,MONITOR NEXTEP 21.5 FHD RESOLUCION,14,1917.998275
50129923,MONITOR NEXTEP 23.8 FHD RESOLUCION,14,2315.25
50129924,MONITOR NEXTEP CURVO FHD 23.8 RESOLUCION,14,2315.25
50129925,MONITOR NEXTEP CURVO FHD 27 RESOLUCION,14,3613.559449
50129926,PRESENTADOR LOGITECH R800 WIRELESS NEGRO,14,2038.365
50129957,MONITOR GAMING CURVO OCELOT MNL-2218,14,5420.436
50129959,MONITOR GAMER OCELOT MNL-1749 NEGRO,14,5354.898
50130185,LAPTOP DELL INSPIRON 3520 INTEL CORE I7,14,24472.4095
50130198,ALL IN ONE LENOVO IDEACENTRE 3 CI3,14,16298.184
50130199,LAPTOP ACER ASPIRE 15.6 CI5 8GB 512GB,14,12583.137
50130200,LAPTOP ACER ASPIRE 3 15.6 CI5 8GB 1TB,14,13539.771
50130201,LAPTOP ACER ASPIRE 3 CI7 15.6 16 GB 1TB,14,31582.236
50130202,LAPTOP HP AERO R5 16GB 512GB 13.3IN,14,35964.6
50130203,LAPTOP HP 15.6 CI5 16GB 512GB,14,20472.9
50130248,AIO HP 22 IN N200 8GB 512GB,14,16531.2
50130258,LAPTOP HP 15.6 AMD RYZEN 5 8GB 512,14,21000
50130266,LAPTOP LENOVO 14 CI3 8GB 256 GB,14,9919.478377
50130539,LAPTOP ASUS VIVOBOOK 14 Ci5 8GB 512GB,14,18319.014
50130540,LAPTOP LENOVO V14 16GB 512GB,14,17452.52351
50130549,MOUSE OPTICO INALAMBRICO 2.4 GHz,14,86.583
50130561,KIT MOUSE TECLADO BLUETOOTH,14,409.731
50130568,TECLADO ERGONOMICO SLIM USB 2.0,14,208.887
50130569,MOUSE ERGONOMICO CONEXION USB,14,243.684
50130684,TECLADO ALAMBRICO HP 125 USBA,14,522.186
50130687,LENOVO V14 G4 AMN 14 PULG 8GB 256 GB SSD,14,16550.1
50130688,IPAD WIFI 10 9 PULG 64GB PLATA,14,15821.4
50130689,PANTALLA INTELIGENTE ECHO SHOW 8,14,5327.7
50130701,Tablet Samsung Galaxy Tab S6 10 6 Gris,14,13702.395
50130844,Mouse optico HP 125 con cable USB,14,903
50130845,Teclado Alambrico Dell KB216,14,915.6
50130915,AURICULARES GAMING ZIROX GTX415 TRUST,14,588
